YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,7,3,5,DL,1654,N520XX,ORD,SFO,1347,1401,14,11,1412,78,89,63,408,1515,15,1505,1530,23,0,0,,0.0,0.0,0.0,14.0,9.0
2015,12,1,2,NK,4869,N674XX,LAX,JFK,1703,1701,-2,24,1725,250,261,228,1696,2113,9,2113,2122,-6,0,0,,,,,,
2015,12,25,5,DL,7419,N889XX,MIA,IAH,1121,1124,3,12,1136,323,320,296,2312,1632,12,1644,1644,-4,0,0,,,,,,
2015,12,9,3,B6,6129,N211XX,DEN,CLT,1602,1558,-4,38,1636,130,166,108,726,1824,20,1812,1844,-4,0,0,,,,,,
2015,3,22,7,DL,6940,N500XX,DFW,MIA,2106,2107,1,18,2125,91,96,70,415,2235,8,2237,2243,-6,0,0,,,,,,
2015,9,21,1,F9,1484,N972XX,MIA,DEN,2313,2317,4,21,2338,237,239,209,1587,307,9,310,316,-5,0,0,,,,,,
2015,9,25,5,HA,6130,N673XX,SEA,IAH,1716,1710,-6,34,1744,202,223,173,1316,2037,16,2038,2053,-4,0,0,,,,,,
2015,10,12,1,F9,5541,N250XX,IAH,JFK,1054,1051,-3,16,1107,152,156,131,1008,1318,9,1326,1327,-11,0,0,,,,,,
2015,9,13,7,NK,3797,N815XX,LAX,ATL,737,731,-6,34,805,245,267,223,1646,1148,10,1142,1158,4,0,0,,,,,,
2015,5,26,2,US,6025,N822XX,JFK,PHX,1149,1205,16,36,1241,266,298,243,1904,1644,19,1615,1703,18,0,0,,0.0,0.0,0.0,7.0,11.0
2015,12,24,4,US,600,N758XX,IAH,MCO,1510,0,0,14,0,115,0,0,613,0,8,1344,0,0,0,1,D,,,,,
2015,2,13,5,US,6437,N485XX,CLT,SFO,1908,1901,-7,10,1911,261,268,241,1870,2312,17,2329,2329,-9,0,0,,,,,,
2015,7,9,4,B6,5755,N320XX,IAH,ATL,740,735,-5,22,757,113,131,91,670,928,18,933,946,-10,0,0,,,,,,
2015,2,13,5,EV,6916,N450XX,LAX,MCO,1824,1828,4,33,1901,207,245,196,1356,2217,16,2151,2233,9,0,0,,,,,,
2015,3,25,3,US,3027,N554XX,MCO,DEN,1430,1426,-4,17,1443,133,148,119,767,1642,12,1643,1654,1,0,0,,,,,,
2015,10,1,4,EV,2974,N114XX,ATL,SEA,1001,954,-7,38,1032,141,182,126,888,1238,18,1222,1256,-15,0,0,,,,,,
2015,9,22,2,HA,1062,N695XX,PHX,LAX,2021,2021,0,11,2032,98,91,72,552,2144,8,2159,2152,5,0,0,,,,,,
2015,9,2,3,B6,7708,N482XX,SEA,LAS,1141,1146,5,33,1219,120,135,96,797,1355,6,1341,1401,-1,0,0,,,,,,
2015,3,5,4,F9,4649,N127XX,SFO,LAX,1325,1315,-10,23,1338,343,366,331,2447,1909,12,1908,1921,-1,0,0,,,,,,
2015,7,3,5,US,9580,N656XX,IAH,CLT,931,932,1,25,957,77,112,67,370,1104,20,1048,1124,-5,0,0,,,,,,
2015,6,2,2,MQ,3498,N809XX,ATL,SFO,2037,2028,-9,27,2055,71,84,50,257,2145,7,2148,2152,-8,0,0,,,,,,
2015,9,22,2,NK,2835,N574XX,DEN,ATL,2228,2232,4,39,2311,288,321,276,2077,347,6,316,353,7,0,0,,,,,,
2015,6,30,2,F9,9019,N829XX,LAX,MCO,1639,1634,-5,34,1708,130,168,118,797,1906,16,1849,1922,0,0,0,,,,,,
2015,2,2,1,B6,1920,N658XX,LAX,LAS,638,0,0,29,0,324,0,0,2305,0,9,2203,0,0,0,1,A,,,,,
2015,6,28,7,NK,5311,N466XX,DEN,JFK,2128,2129,1,12,2141,161,178,149,1080,10,17,9,27,-8,0,0,,,,,,
2015,5,31,7,NK,5438,N750XX,DFW,ORD,1404,1404,0,32,1436,93,113,76,533,1552,5,1537,1557,-1,0,0,,,,,,
2015,5,21,4,US,5693,N888XX,LAX,DEN,529,527,-2,36,603,85,122,73,419,716,13,654,729,1,0,0,,,,,,
2015,1,23,5,UA,5126,N615XX,ORD,IAH,1839,1847,8,14,1901,297,307,274,2159,2335,19,2336,2354,0,0,0,,,,,,
2015,6,24,3,OO,3005,N824XX,ORD,DEN,517,515,-2,27,542,288,315,268,2017,1010,20,1005,1030,1,0,0,,,,,,
2015,5,12,2,F9,9349,N456XX,MCO,IAH,1341,1413,32,30,1443,180,203,160,1134,1723,13,1641,1736,26,0,0,,0.0,0.0,0.0,22.0,4.0
2015,7,22,3,AA,9240,N968XX,MIA,MCO,1330,1508,98,35,1543,284,316,262,2027,2005,19,1814,2024,96,0,0,,0.0,0.0,0.0,1.0,95.0
2015,1,6,2,NK,3972,N989XX,DEN,CLT,909,859,-10,31,930,380,401,363,2866,1533,7,1529,1540,-12,0,0,,,,,,
2015,5,15,5,MQ,938,N576XX,ORD,DFW,1439,1444,5,31,1515,130,146,108,886,1703,7,1649,1710,9,0,0,,,,,,
2015,3,1,7,AA,6109,N845XX,DEN,MIA,2033,2028,-5,13,2041,76,71,48,411,2129,10,2149,2139,3,0,0,,,,,,
2015,12,7,1,OO,9772,N298XX,LAS,DEN,1343,1347,4,24,1411,330,337,302,2448,1913,11,1913,1924,0,0,0,,,,,,
2015,4,7,2,OO,1866,N907XX,CLT,DFW,522,524,2,18,542,277,288,254,1999,956,16,959,1012,4,0,0,,,,,,
2015,2,4,3,DL,7961,N713XX,MCO,ATL,510,500,-10,22,522,113,123,96,733,658,5,703,703,0,0,0,,,,,,
2015,2,13,5,HA,4781,N379XX,DFW,IAH,1103,1117,14,10,1127,366,366,349,2632,1716,7,1709,1723,8,0,0,,,,,,
2015,6,18,4,UA,5547,N446XX,SEA,DFW,1858,1848,-10,14,1902,245,252,219,1652,2241,19,2303,2300,-20,0,0,,,,,,
2015,1,15,4,AA,4097,N700XX,IAH,SFO,1848,1843,-5,33,1916,388,424,374,2907,130,17,116,147,-10,0,0,,,,,,
2015,11,2,1,US,3500,N731XX,ORD,SFO,2011,2004,-7,36,2040,145,182,128,910,2248,18,2236,2306,-11,0,0,,,,,,
2015,7,26,7,WN,4033,N247XX,ORD,MCO,1728,1727,-1,30,1757,300,332,285,2221,2242,17,2228,2259,0,0,0,,,,,,
2015,9,18,5,B6,9033,N235XX,DFW,PHX,829,823,-6,32,855,64,74,35,309,930,7,933,937,1,0,0,,,,,,
2015,11,10,2,WN,9475,N695XX,DFW,LAX,1535,1534,-1,29,1603,371,395,353,2656,2156,13,2146,2209,-2,0,0,,,,,,
2015,2,19,4,OO,3765,N628XX,MCO,DFW,1629,1622,-7,26,1648,214,226,194,1461,2002,6,2003,2008,-11,0,0,,,,,,
2015,8,24,1,US,5114,N475XX,ORD,SEA,934,934,0,31,1005,326,340,300,2375,1505,9,1500,1514,-2,0,0,,,,,,
2015,4,1,3,EV,6894,N515XX,MIA,ATL,1912,1912,0,10,1922,170,170,146,1102,2148,14,2202,2202,6,0,0,,,,,,
2015,10,4,7,OO,5005,N455XX,SEA,IAH,1728,1732,4,36,1808,281,323,267,2013,2235,20,2209,2255,14,0,0,,,,,,
2015,10,25,7,MQ,7202,N782XX,LAX,MCO,1109,1106,-3,20,1126,275,284,253,1964,1539,11,1544,1550,-10,0,0,,,,,,
2015,1,27,2,AA,7201,N115XX,PHX,SEA,750,751,1,39,830,186,227,173,1315,1123,15,1056,1138,-2,0,0,,,,,,
2015,10,4,7,DL,7755,N539XX,DFW,ORD,1736,1734,-2,28,1802,320,354,306,2259,2308,20,2256,2328,5,0,0,,,,,,
2015,1,27,2,AA,3468,N223XX,IAH,CLT,2115,0,0,11,0,124,0,0,692,0,8,1940,0,0,0,1,C,,,,,
2015,9,22,2,NK,4166,N422XX,ORD,LAX,628,624,-4,13,637,79,96,69,478,746,14,747,800,4,0,0,,,,,,
2015,4,10,5,NK,4901,N760XX,PHX,IAH,1016,1015,-1,11,1026,193,189,167,1383,1313,11,1329,1324,-2,0,0,,,,,,
2015,1,12,1,NK,9519,N614XX,SEA,DFW,1539,1538,-1,38,1616,271,294,245,1923,2021,11,2010,2032,3,0,0,,,,,,
2015,9,14,1,HA,4065,N418XX,PHX,JFK,1213,1204,-9,36,1240,108,135,79,649,1359,20,1401,1419,-5,0,0,,,,,,
2015,11,18,3,UA,7690,N508XX,ORD,IAH,1624,1626,2,16,1642,127,134,106,705,1828,12,1831,1840,3,0,0,,,,,,
2015,5,4,1,AA,1001,N111XX,ORD,LAS,1429,1434,5,22,1456,295,319,285,2156,1941,12,1924,1953,-3,0,0,,,,,,
2015,6,9,2,AA,7056,N489XX,LAS,IAH,547,549,2,22,611,121,135,94,737,745,19,748,804,12,0,0,,,,,,
2015,9,17,4,WN,2589,N596XX,SEA,SFO,1417,1412,-5,35,1447,262,277,232,1878,1839,10,1839,1849,2,0,0,,,,,,
2015,6,16,2,EV,7073,N699XX,DEN,CLT,640,630,-10,18,648,204,216,190,1380,958,8,1004,1006,-17,0,0,,,,,,
2015,5,26,2,US,5366,N343XX,DEN,ORD,2212,2208,-4,26,2234,186,192,161,1262,115,5,118,120,-13,0,0,,,,,,
2015,7,1,3,VX,8256,N897XX,ATL,SFO,1627,1632,5,18,1650,311,316,292,2294,2142,6,2138,2148,1,0,0,,,,,,
2015,11,12,4,DL,7998,N852XX,DEN,JFK,810,812,2,34,846,123,146,93,666,1019,19,1013,1038,7,0,0,,,,,,
2015,12,17,4,DL,7524,N414XX,JFK,MCO,653,657,4,32,729,366,402,350,2641,1319,20,1259,1339,-1,0,0,,,,,,
2015,12,28,1,HA,7360,N841XX,DEN,MIA,1216,1207,-9,10,1217,324,335,306,2362,1723,19,1740,1742,-19,0,0,,,,,,
2015,10,9,5,OO,4579,N639XX,LAX,ORD,2307,2306,-1,12,2318,352,350,325,2652,443,13,459,456,2,0,0,,,,,,
2015,3,26,4,UA,4129,N532XX,SEA,IAH,1828,1825,-3,28,1853,213,240,199,1418,2212,13,2201,2225,-3,0,0,,,,,,
2015,8,26,3,UA,9629,N536XX,SEA,ATL,635,638,3,22,700,273,280,244,1900,1104,14,1108,1118,-2,0,0,,,,,,
2015,1,23,5,WN,6634,N968XX,LAS,MCO,1755,1752,-3,34,1826,276,304,264,1947,2250,6,2231,2256,0,0,0,,,,,,
2015,10,28,3,AA,5841,N143XX,MCO,MIA,1726,1716,-10,12,1728,166,166,140,1139,1948,14,2012,2002,-20,0,0,,,,,,
2015,7,6,1,B6,1515,N888XX,ATL,ORD,2237,2235,-2,25,2300,276,295,261,1948,321,9,313,330,-11,0,0,,,,,,
2015,3,19,4,US,3662,N457XX,LAS,LAX,844,835,-9,22,857,236,235,206,1668,1223,7,1240,1230,-15,0,0,,,,,,
2015,9,2,3,DL,366,N689XX,SEA,ORD,2214,0,0,12,0,68,0,0,312,0,8,952,0,0,0,1,C,,,,,
2015,5,20,3,HA,8775,N938XX,LAS,ORD,1203,1202,-1,19,1221,217,243,205,1515,1546,19,1540,1605,-10,0,0,,,,,,
2015,7,25,6,VX,9357,N402XX,LAX,ORD,1137,1134,-3,25,1159,285,298,266,2073,1625,7,1622,1632,-11,0,0,,,,,,
2015,3,31,2,UA,1248,N572XX,JFK,MCO,2344,2344,0,29,13,331,336,301,2429,514,6,515,520,-5,0,0,,,,,,
2015,9,4,5,AS,8551,N223XX,JFK,MCO,932,936,4,37,1013,81,104,60,473,1113,7,1053,1120,-1,0,0,,,,,,
2015,1,31,6,AS,2553,N139XX,ATL,PHX,631,624,-7,26,650,212,237,200,1515,1010,11,1003,1021,2,0,0,,,,,,
2015,5,31,7,VX,8156,N299XX,LAS,ORD,939,937,-2,10,947,97,98,71,462,1058,17,1116,1115,3,0,0,,,,,,
2015,3,14,6,B6,411,N981XX,IAH,MIA,837,828,-9,34,902,348,371,318,2504,1420,19,1425,1439,-10,0,0,,,,,,
2015,9,23,3,DL,154,N386XX,DFW,CLT,1712,1709,-3,23,1732,355,380,339,2643,2311,18,2307,2329,-3,0,0,,,,,,
2015,5,20,3,AA,6477,N191XX,IAH,LAX,1429,0,0,28,0,381,0,0,2793,0,7,2333,0,0,0,1,B,,,,,
2015,8,25,2,US,8398,N949XX,JFK,MIA,1709,1703,-6,37,1740,175,212,161,1136,2021,14,2004,2035,-9,0,0,,,,,,
2015,5,23,6,AA,300,N372XX,IAH,PHX,1226,1221,-5,11,1232,302,315,290,2177,1722,14,1728,1736,-7,0,0,,,,,,
2015,11,28,6,EV,2739,N175XX,MCO,SEA,848,843,-5,36,919,185,202,161,1324,1200,5,1153,1205,-13,0,0,,,,,,
2015,12,16,3,DL,9594,N197XX,LAX,MIA,1028,1022,-6,29,1051,147,174,134,993,1305,11,1255,1316,-16,0,0,,,,,,
2015,12,8,2,US,4785,N746XX,SEA,PHX,1015,1211,116,19,1230,396,422,385,2946,1855,18,1651,1913,112,0,0,,0.0,0.0,47.0,65.0,0.0
2015,8,2,7,OO,262,N386XX,JFK,ATL,1953,1943,-10,17,2000,101,104,81,591,2121,6,2134,2127,-20,0,0,,,,,,
2015,8,21,5,MQ,8318,N952XX,CLT,DFW,2347,2344,-3,10,2354,211,209,191,1413,305,8,318,313,-2,0,0,,,,,,
2015,11,17,2,DL,4828,N727XX,DEN,SEA,728,724,-4,37,801,287,318,261,2084,1222,20,1215,1242,-7,0,0,,,,,,
2015,8,7,5,F9,336,N868XX,ORD,SFO,1346,1346,0,25,1411,262,266,234,1872,1805,7,1808,1812,1,0,0,,,,,,
2015,5,29,5,UA,9146,N241XX,SEA,MIA,934,929,-5,27,956,263,288,253,1937,1409,8,1357,1417,-3,0,0,,,,,,
2015,11,5,4,US,4745,N704XX,ORD,PHX,1958,1957,-1,13,2010,158,162,137,1109,2227,12,2236,2239,-6,0,0,,,,,,
2015,1,19,1,DL,9333,N184XX,IAH,LAX,1234,1235,1,31,1306,106,133,84,534,1430,18,1420,1448,-4,0,0,,,,,,
2015,6,26,5,AA,8571,N527XX,DFW,MIA,1700,1700,0,39,1739,164,199,147,1048,2006,13,1944,2019,-5,0,0,,,,,,
2015,4,3,5,EV,5678,N252XX,IAH,ORD,1431,1436,5,23,1459,323,339,304,2420,2003,12,1954,2015,-2,0,0,,,,,,
2015,10,12,1,HA,3864,N449XX,CLT,SEA,709,708,-1,25,733,382,402,364,2809,1337,13,1331,1350,-6,0,0,,,,,,
2015,11,16,1,VX,1625,N660XX,IAH,SFO,1953,1948,-5,33,2021,128,144,102,835,2203,9,2201,2212,-4,0,0,,,,,,
2015,12,29,2,UA,8793,N116XX,CLT,DFW,1634,1632,-2,32,1704,341,358,313,2437,2217,13,2215,2230,2,0,0,,,,,,
2015,1,28,3,AS,5464,N874XX,CLT,JFK,1558,1602,4,17,1619,90,97,66,466,1725,14,1728,1739,-1,0,0,,,,,,
2015,4,29,3,HA,4262,N530XX,PHX,MCO,1101,1103,2,39,1142,285,319,260,2004,1602,20,1546,1622,1,0,0,,,,,,
2015,4,11,6,B6,8046,N628XX,SFO,CLT,2338,2334,-4,39,13,311,341,293,2186,506,9,449,515,6,0,0,,,,,,
2015,2,10,2,AA,2817,N352XX,MIA,SFO,1709,1705,-4,15,1720,407,423,391,2996,2351,17,2356,8,6,0,0,,,,,,
2015,8,20,4,DL,1848,N491XX,DEN,IAH,2050,2045,-5,15,2100,126,130,109,798,2249,6,2256,2255,-14,0,0,,,,,,
2015,7,11,6,F9,2190,N910XX,ORD,SEA,826,818,-8,29,847,337,364,316,2541,1403,19,1403,1422,-9,0,0,,,,,,
2015,5,26,2,F9,6449,N514XX,LAX,IAH,1439,0,0,32,0,69,0,0,306,0,11,935,0,0,0,1,B,,,,,
2015,5,7,4,NK,7954,N334XX,LAX,SEA,1641,1647,6,13,1700,282,300,267,1999,2127,20,2123,2147,1,0,0,,,,,,
2015,5,8,5,VX,1278,N915XX,DEN,SFO,1132,0,0,35,0,165,0,0,1011,0,14,1926,0,0,0,1,A,,,,,
2015,6,19,5,B6,7450,N476XX,MIA,ORD,1333,1334,1,33,1407,323,350,312,2271,1919,5,1856,1924,-6,0,0,,,,,,
2015,10,27,2,F9,1657,N943XX,SEA,ORD,1505,1459,-6,23,1522,402,406,375,2979,2137,8,2147,2145,-4,0,0,,,,,,
2015,10,2,5,UA,827,N795XX,IAH,LAS,857,851,-6,15,906,384,393,371,2810,1517,7,1521,1524,-12,0,0,,,,,,
2015,8,5,3,US,8233,N512XX,SEA,ORD,1028,1054,26,16,1110,58,77,43,292,1153,18,1126,1211,25,0,0,,0.0,0.0,0.0,25.0,0.0
2015,9,22,2,WN,6602,N348XX,LAX,IAH,1936,1927,-9,15,1942,273,285,251,1954,2353,19,9,12,-9,0,0,,,,,,
2015,4,5,7,HA,8966,N961XX,CLT,MIA,1200,1200,0,29,1229,72,95,60,329,1329,6,1312,1335,6,0,0,,,,,,
2015,6,5,5,OO,5820,N663XX,MCO,PHX,1634,1626,-8,34,1700,314,337,288,2248,2148,15,2148,2203,-4,0,0,,,,,,
2015,1,5,1,OO,8728,N632XX,LAX,CLT,731,736,5,28,804,208,241,195,1371,1119,18,1059,1137,8,0,0,,,,,,
2015,10,1,4,UA,1883,N480XX,ORD,SFO,524,514,-10,18,532,388,401,372,2809,1144,11,1152,1155,-2,0,0,,,,,,
2015,8,11,2,DL,889,N402XX,DEN,LAS,2220,2244,24,30,2314,102,114,74,662,28,10,2,38,27,0,0,,0.0,0.0,19.0,8.0,0.0
2015,3,26,4,UA,9369,N327XX,DFW,MCO,2025,2030,5,33,2103,196,219,175,1346,2358,11,2341,9,2,0,0,,,,,,
2015,3,25,3,EV,5142,N478XX,SFO,ORD,1543,1534,-9,12,1546,206,210,187,1365,1853,11,1909,1904,-12,0,0,,,,,,
2015,7,7,2,US,3974,N631XX,DFW,LAS,1222,1221,-1,25,1246,52,77,36,233,1322,16,1314,1338,-2,0,0,,,,,,
2015,9,18,5,AS,9648,N820XX,ATL,MIA,1240,1238,-2,10,1248,84,84,63,447,1351,11,1404,1402,-9,0,0,,,,,,
2015,10,18,7,AA,3346,N394XX,ORD,LAX,2030,2035,5,28,2103,392,403,370,2866,313,5,302,318,10,0,0,,,,,,
2015,6,26,5,WN,3072,N766XX,MCO,MIA,539,555,16,23,618,338,347,315,2489,1133,9,1117,1142,6,0,0,,,,,,
2015,10,12,1,WN,851,N175XX,ORD,SFO,2337,0,0,22,0,225,0,0,1612,0,14,924,0,0,0,1,C,,,,,
2015,11,1,7,WN,7022,N713XX,MIA,LAS,1230,1225,-5,37,1302,213,255,203,1487,1625,15,1603,1640,-4,0,0,,,,,,
2015,12,1,2,MQ,9178,N763XX,DEN,MIA,1532,1532,0,24,1556,195,196,167,1300,1843,5,1847,1848,-5,0,0,,,,,,
2015,5,27,3,NK,4799,N320XX,SEA,MCO,901,906,5,24,930,63,70,41,267,1011,5,1004,1016,13,0,0,,,,,,
2015,6,4,4,DL,3877,N376XX,LAX,MCO,928,919,-9,11,930,340,349,323,2552,1453,15,1508,1508,-5,0,0,,,,,,
2015,2,26,4,HA,618,N641XX,LAS,DFW,1513,1607,54,31,1638,320,340,298,2278,2136,11,2033,2147,60,0,0,,0.0,0.0,0.0,60.0,0.0
2015,8,17,1,AS,7161,N989XX,LAX,MCO,637,633,-4,14,647,247,267,235,1691,1042,18,1044,1100,5,0,0,,,,,,
2015,3,26,4,DL,9921,N190XX,ATL,SEA,2056,2100,4,34,2134,126,147,98,730,2312,15,2302,2327,1,0,0,,,,,,
2015,1,4,7,DL,3435,N917XX,DFW,ORD,2211,2204,-7,16,2220,246,252,220,1806,200,16,217,216,-1,0,0,,,,,,
2015,2,26,4,VX,6283,N858XX,CLT,JFK,543,608,25,34,642,354,390,338,2646,1220,18,1137,1238,28,0,0,,0.0,0.0,25.0,3.0,0.0
2015,12,8,2,NK,8487,N713XX,IAH,LAX,620,616,-4,13,629,312,321,288,2337,1117,20,1132,1137,-10,0,0,,,,,,
2015,5,14,4,OO,7475,N738XX,IAH,CLT,519,519,0,11,530,356,372,344,2533,1114,17,1115,1131,2,0,0,,,,,,
2015,1,18,7,B6,9531,N249XX,LAX,DFW,1602,1601,-1,25,1626,249,262,224,1788,2010,13,2011,2023,-3,0,0,,,,,,
2015,2,26,4,AS,228,N791XX,SFO,ATL,529,541,12,40,621,154,187,138,948,839,9,803,848,12,0,0,,,,,,
2015,11,14,6,AS,5648,N656XX,PHX,CLT,2334,2331,-3,28,2359,193,216,170,1310,249,18,247,307,-11,0,0,,,,,,
2015,9,16,3,EV,8471,N524XX,LAS,ATL,1614,1610,-4,27,1637,292,318,274,2172,2111,17,2106,2128,-10,0,0,,,,,,
2015,8,29,6,HA,8992,N984XX,IAH,MIA,711,703,-8,25,728,407,425,391,2977,1359,9,1358,1408,-15,0,0,,,,,,
2015,2,6,5,US,762,N532XX,DEN,JFK,1854,1848,-6,35,1923,350,381,333,2575,56,13,44,109,-12,0,0,,,,,,
2015,3,11,3,EV,872,N473XX,LAX,ATL,1826,1824,-2,24,1848,111,121,84,733,2012,13,2017,2025,2,0,0,,,,,,
2015,5,27,3,AA,7277,N131XX,MCO,PHX,537,541,4,36,617,358,398,343,2627,1200,19,1135,1219,-3,0,0,,,,,,
2015,6,14,7,AA,812,N965XX,MIA,MCO,1920,1919,-1,21,1940,235,245,208,1588,2308,16,2315,2324,8,0,0,,,,,,
2015,11,8,7,DL,2935,N892XX,MIA,MCO,1039,1038,-1,30,1108,269,291,244,1938,1512,17,1508,1529,-5,0,0,,,,,,
2015,7,4,6,AA,6689,N804XX,LAS,DEN,1644,1639,-5,33,1712,343,373,331,2491,2243,9,2227,2252,5,0,0,,,,,,
2015,12,9,3,MQ,4190,N103XX,MCO,IAH,2221,2226,5,36,2302,341,367,322,2541,424,9,402,433,13,0,0,,,,,,
2015,2,20,5,DL,3234,N652XX,LAS,LAX,1208,1208,0,39,1247,327,343,298,2426,1745,6,1735,1751,9,0,0,,,,,,
2015,10,6,2,B6,687,N325XX,MIA,LAX,1314,1329,15,29,1358,261,285,246,1928,1804,10,1735,1814,9,0,0,,,,,,
2015,1,7,3,AS,4314,N767XX,JFK,MIA,1038,1041,3,31,1112,196,233,182,1341,1414,20,1354,1434,3,0,0,,,,,,
2015,8,28,5,MQ,4923,N661XX,LAS,SEA,525,549,24,12,601,220,219,191,1528,912,16,905,928,14,0,0,,,,,,
2015,4,3,5,WN,3232,N405XX,PHX,ATL,2342,2336,-6,22,2358,220,235,198,1489,316,15,322,331,-4,0,0,,,,,,
2015,8,20,4,EV,6498,N460XX,CLT,JFK,1001,959,-2,35,1034,87,103,60,399,1134,8,1128,1142,-7,0,0,,,,,,
2015,3,17,2,VX,2473,N117XX,PHX,ATL,1908,1906,-2,17,1923,145,159,122,954,2125,20,2133,2145,2,0,0,,,,,,
2015,4,26,7,NK,6321,N273XX,IAH,ORD,619,609,-10,39,648,162,196,145,1001,913,12,901,925,-7,0,0,,,,,,
2015,12,5,6,MQ,7071,N512XX,SEA,LAS,717,726,9,26,752,179,196,162,1267,1034,8,1016,1042,11,0,0,,,,,,
2015,3,9,1,DL,2759,N297XX,ORD,JFK,1250,1252,2,37,1329,180,204,157,1231,1606,10,1550,1616,-5,0,0,,,,,,
2015,11,15,7,MQ,2275,N311XX,DEN,DFW,2342,2332,-10,33,5,373,387,345,2690,550,9,555,559,-15,0,0,,,,,,
2015,2,27,5,MQ,7206,N999XX,SFO,LAS,2047,2052,5,12,2104,258,253,229,1849,53,12,105,105,15,0,0,,,,,,
2015,7,20,1,NK,861,N161XX,CLT,PHX,1554,1546,-8,10,1556,92,90,69,568,1705,11,1726,1716,-17,0,0,,,,,,
2015,10,6,2,EV,6894,N979XX,IAH,SFO,1535,1528,-7,26,1554,386,393,360,2906,2154,7,2201,2201,-6,0,0,,,,,,
2015,7,23,4,B6,9670,N598XX,LAX,PHX,1122,1123,1,16,1139,374,374,344,2682,1723,14,1736,1737,-5,0,0,,,,,,
2015,5,9,6,EV,7506,N636XX,SEA,CLT,1929,1921,-8,13,1934,79,93,66,330,2040,14,2048,2054,-15,0,0,,,,,,
2015,3,1,7,AA,2496,N113XX,SEA,CLT,836,838,2,32,910,364,385,341,2686,1451,12,1440,1503,4,0,0,,,,,,
2015,11,10,2,WN,1410,N339XX,PHX,ORD,714,716,2,27,743,231,268,221,1645,1124,20,1105,1144,5,0,0,,,,,,
2015,10,20,2,WN,1639,N280XX,DFW,DEN,2152,2149,-3,37,2226,352,375,330,2611,356,8,344,404,-11,0,0,,,,,,
2015,7,29,3,VX,1315,N791XX,JFK,LAS,2000,1957,-3,19,2016,216,236,204,1410,2340,13,2336,2353,-9,0,0,,,,,,
2015,7,1,3,US,3535,N241XX,MCO,ORD,1313,1306,-7,29,1335,239,267,224,1651,1719,14,1712,1733,-5,0,0,,,,,,
2015,2,23,1,MQ,5384,N136XX,ATL,MIA,1647,1707,20,13,1720,165,170,141,1052,1941,16,1932,1957,28,0,0,,0.0,0.0,0.0,28.0,0.0
2015,3,25,3,F9,9140,N309XX,MCO,ORD,2159,2202,3,13,2215,146,164,131,914,26,20,25,46,-1,0,0,,,,,,
2015,6,25,4,MQ,8096,N805XX,CLT,DFW,2342,103,81,35,138,342,363,318,2497,656,10,524,706,77,0,0,,0.0,0.0,23.0,54.0,0.0
2015,2,5,4,DL,3048,N941XX,CLT,DEN,1755,1758,3,14,1812,143,152,121,873,2013,17,2018,2030,-5,0,0,,,,,,
2015,7,28,2,VX,417,N437XX,IAH,CLT,1909,1913,4,28,1941,127,152,112,717,2133,12,2116,2145,5,0,0,,,,,,
2015,10,1,4,US,5326,N210XX,DFW,SEA,2318,2319,1,13,2332,345,346,316,2571,448,17,503,505,-8,0,0,,,,,,
2015,5,22,5,DL,8666,N581XX,ATL,CLT,1828,1828,0,26,1854,84,92,60,391,1954,6,1952,2000,9,0,0,,,,,,
2015,3,20,5,UA,6670,N407XX,DFW,PHX,1702,1706,4,27,1733,87,98,59,485,1832,12,1829,1844,3,0,0,,,,,,
2015,8,31,1,AA,9800,N145XX,DFW,SEA,805,755,-10,30,825,215,227,192,1422,1137,5,1140,1142,-7,0,0,,,,,,
2015,8,26,3,WN,4601,N481XX,PHX,CLT,1808,1812,4,24,1836,337,352,308,2437,2344,20,2345,4,4,0,0,,,,,,
2015,10,4,7,NK,976,N671XX,DFW,IAH,1420,1417,-3,25,1442,355,366,336,2640,2018,5,2015,2023,-13,0,0,,,,,,
2015,11,27,5,DL,2901,N387XX,MCO,PHX,816,806,-10,23,829,366,375,344,2710,1413,8,1422,1421,-15,0,0,,,,,,
2015,3,17,2,OO,4263,N119XX,JFK,ORD,1544,1548,4,26,1614,50,80,35,234,1649,19,1634,1708,8,0,0,,,,,,
2015,1,28,3,US,4823,N333XX,ORD,IAH,1649,1709,20,32,1741,162,183,133,1077,1954,18,1931,2012,11,0,0,,,,,,
2015,2,22,7,F9,6646,N800XX,JFK,ORD,1353,1353,0,30,1423,140,157,114,884,1617,13,1613,1630,10,0,0,,,,,,
2015,7,3,5,AS,771,N533XX,SFO,IAH,2040,2038,-2,19,2057,227,233,206,1634,23,8,27,31,-3,0,0,,,,,,
2015,11,9,1,AS,9848,N438XX,SEA,CLT,637,649,12,39,728,178,219,168,1128,1016,12,935,1028,13,0,0,,,,,,
